id,highway,name,oneway,lit,lanes,maxspeed,railway,boundary,access,natural,barrier,tunnel,bridge,incline,waterway,busway,toll
64737553,,,,,,,,,,,,,,,,,
65010940,,Εθνι�,,,,,,,,,,,,,,,
65089478,residential,Κοτυαίου,yes,,,,,,,,,,,,,,
65388538,tertiary,Σαρανταπήχου,no,,2,30,,,,,,,,,,,
65388539,residential,Σπευσίππου,yes,,,,,,,,,,,,,,
66043708,residential,Ραψάνης,yes,,,,,,,,,,,,,,
66258116,service,,,,,,,,,,,,,,,,
66258561,tertiary,Σεβαστείας,yes,,1,,,,,,,,,,,,
67501911,tertiary,Σκοπετέα,yes,,2,,,,,,,,,,,,
69033994,residential,Δασκαλογιάννη,yes,,,,,,,,,,,,,,
69858738,pedestrian,,,,,,,,,,,,,,,,
69859355,footway,,,,,,,,,,,,,,,,
69992360,,,,,,,,,,,,,,,,,
69992368,,,,,,,,,,,,,,,,,
69992369,,Άγι�,,,,,,,,,,,,,,,
69992370,,,,,,,,,,,,,,,,,
70218644,residential,Αγί�,yes,,1,,,,,,,,,,,,
70218645,residential,Φαραντάτων,yes,,1,,,,,,,,,,,,
70218646,residential,Λυκίας,,,1,,,,,,,,,,,,
70218647,secondary,Μιχαλακοπούλου,yes,yes,2,,,,,,,,,,,,
70218648,residential,Σεβαστείας,yes,,1,,,,,,,,,,,,
70218650,secondary,Μιχαλακοπούλου,yes,yes,2,,,,,,,,,,,,
70218652,residential,Σελινούντος,yes,,1,,,,,,,,,,,,
70218653,residential,Ραψάνης,,,,,,,,,,,,,,,
70218655,secondary,Μιχαλακοπούλου,yes,yes,2,,,,,,,,,,,,
70218657,primary,Μεσογείων,yes,yes,2,,,,,,,,,,,,
70218658,residential,Έβρου,yes,,1,,,,,,,,,,,,
70218660,primary_link,,yes,yes,2,,,,,,,,,,,,
70218661,residential,Λεύκτρων,yes,,1,,,,,,,,,,,,
70241700,residential,,yes,,1,,,,,,,,,,,,
70241703,secondary_link,Ανδρ�,yes,,1,,,,,,,,,,,,
70241704,,Πλατε�,,,,,,,,,,,,,,,
70241706,residential,Λιθακιας,,,2,,,,,,,,,,,,
70241707,,Πλατε�,,,,,,,,,,,,,,,
70241709,tertiary,Παπαδιαμαντοπούλου,,yes,1,,,,,,,,,,,,
70241711,residential,Ιοφώντος,yes,,1,,,,,,,,,,,,
70241713,residential,Λυκαονίας,yes,,1,,,,,,,,,,,,
70241714,,,,,,,,,,,,,,,,,
70241716,secondary,Σπύρ�,yes,,1,,,,,,,,,,,,
70241718,,,,,,,,,private,,,,,,,,
70241722,secondary_link,,yes,,1,,,,,,,,,,,,
70246586,,Πάρ�,,yes,,,,,,,,,,,,,
70246587,,Cara,,,,,,,,,,,,,,,
80404724,residential,Σίνα,yes,,,,,,,,,,,,,,
81151737,residential,Χοϊδά,,,,,,,,,,,,,,,
81713117,residential,Ξανθου,yes,,,,,,,,,,,,,,
81713119,,,,,,,,,,,,,,,,,
81713127,,,,,,,,,,,,,,,,,
81713130,residential,Χάρητος,,,,,,,,,,,,,,,
81713133,tertiary,Πλατε�,yes,,2,,,,,,,,,,,,
81713135,residential,Λεβεντη,yes,,,,,,,,,,,,,,
81713138,,Πλατε�,,,,,,,,,,,,,,,
81713140,steps,,,no,,,,,,,,,,,,,
81836065,residential,Κλεάνθους,,,,,,,,,,,,,,,
81836072,,,,,,,,,,,,,,,,,
82123918,,Πλατε�,,,,,,,,,,,,,,,
82123923,,,,,,,,,,,,,,,,,
82123926,,,,,,,,,,,,,,,,,
82123930,,Άγι�,,,,,,,,,,,,,,,
82126859,,Αγι�,,,,,,,,,,,,,,,
82126873,,Άγι�,,,,,,,,,,,,,,,
82126896,,Άγι�,,,,,,,,,,,,,,,
82150733,,,,,,,,,,,,,,,,,
82150734,,,,,,,,,,,,,,,,,
82150735,,,,,,,,,,,,,,,,,
82150736,,,,,,,,,,,,,,,,,
82150737,,Λύκε�,,,,,,,,,,,,,,,
84174111,,,,,,,,,,,,,,,,,
85641559,residential,,yes,,,,,,,,,,,,,,
85692476,tertiary,Μελίν�,,,2,,,,,,,,,,,,
85692477,residential,Φιλήμον�,yes,,,,,,,,,,,,,,
85692478,residential,Λάχητος,yes,,,,,,,,,,,,,,
85692768,residential,Ταξίλου,,,2,,,administrative,,,,,,,,,
85698085,residential,,,,,,,,,,,,,,,,
85698540,residential,Ξενοκράτους,yes,yes,,,,,,,,,,,,,
85873451,footway,,,,,,,,,,,,,,,,
85873454,footway,,,,,,,,,,,,,,,,
85873455,footway,,,,,,,,,,,,,,,,
85873457,service,,,,,,,,,,,,,,,,
85873459,,,,,,,,,,,,,,,,,
85876723,,,,,,,,,,,,,,,,,
85876724,,,,,,,,,,,,,,,,,
85876725,service,,,,,,,,,,,,,,,,
85876727,,Αίθουσ�,,,,,,,,,,,,,,,
85876728,,Γυμναστήριο,,,,,,,,,,,,,,,
85877633,,,,,,,,,,,,,,,,,
90533474,residential,Τσακάλωφ,yes,,,,,,,,,,,,,,
90534637,residential,Περιάνδρου,yes,,1,30,,,,,,,,,,,
90534639,residential,Καισαρείας,yes,,1,,,,,,,,,,,,
90534640,footway,,,,,,,,,,,,,,,,
90534642,secondary_link,,yes,,1,,,,,,,,,,,,
90534643,,,,,,,,,,,,,,,,,
90534644,residential,Ανακρέοντος,yes,,1,,,,,,,,,,,,
90534645,residential,Δαμασίππου,yes,,1,,,,,,,,,,,,
90534646,residential,Καμβύση,yes,,1,,,,,,,,,,,,
90534650,residential,Ηπείρου,yes,,1,,,,,,,,,,,,
90534651,residential,Καισαρείας,yes,,1,,,,,,,,,,,,
90534652,tertiary_link,,yes,,1,,,,,,,,,,,,
92985834,secondary,Γεωργί�,yes,,1,,,,,,,,,,,,
92985835,secondary,Γεωργί�,yes,,1,,,,,,,,,,,,
92985836,secondary,Γεωργί�,yes,,1,,,,,,,,,,,,
94573606,residential,Αντήνορος,yes,,,,,,,,,,,,,,
94573607,tertiary,Ευφρονίου,,,2,,,,,,,,,,,,
94573608,residential,Ιοφώντος,yes,,,,,administrative,,,,,,,,,
94573609,,,,,,,,administrative,,,,,,,,,
94573610,,,,,,,,administrative,,,,,,,,,
94573611,residential,Ουμπλιανής,yes,,1,,,administrative,,,,,,,,,
94573612,tertiary,Ευφρονίου,,,2,,,,,,,,,,,,
94576290,,,,,,,,administrative,,,,,,,,,
94576293,residential,Γαζίας,yes,,1,,,,,,,,,,,,
94576294,tertiary,Νυμφαίου,yes,,1,,,administrative,,,,,,,,,
94576295,tertiary,Ευφρονίου,,,2,,,administrative,,,,,,,,,
94576297,residential,Ταξίλου,,,2,,,,,,,,,,,,
94577103,tertiary,Νυμφαίου,yes,,1,,,,,,,,,,,,
94577104,residential,Λούρου,yes,,1,,,,,,,,,,,,
94577105,residential,Αντιφίλου,,,,,,,,,,,,,,,
94577108,residential,Αντιφίλου,yes,,1,,,,,,,,,,,,
94577112,tertiary,Παπαδιαμαντοπούλου,yes,,1,,,,,,,,,,,,
96639124,,Γραμ�,,,,80,subway,,,,,yes,,,,,
98192079,,Πλατε�,,,,,,,,,,,,,,,
98192081,residential,Κωνσταντίν�,yes,,,,,,,,,,,,,,
98192082,,Πλατε�,,,,,,,,,,,,,,,
98192084,residential,Μακεδόνων,,,,,,,,,,,,,,,
98192085,,Πλατε�,,,,,,,,,,,,,,,
98198115,residential,Φωκυλίδου,yes,,,,,,,,,,,,,,
98198116,residential,Μαρασλή,,yes,,,,,,,,,,,,,
98198119,residential,Πλατε�,yes,yes,,,,,,,,,,,,,
98198122,pedestrian,Χάρητος,,yes,,,,,,,,,,,,,
98198124,residential,Μαρασλή,,yes,,,,,,,,,,,,,
98198125,steps,Λουκιανού,,,,,,,,,,,,,,,
98198128,residential,Σπευσίππου,yes,,,,,,,,,,,,,,
98198131,steps,Λουκιανού,,yes,,,,,,,,,,,,,
98198134,residential,Λουκιανού,yes,yes,,,,,,,,,,,,,
98198136,steps,Μαρασλή,,,,,,,,,,,,,,,
98350923,steps,Κοσ�,,,,,,,,,,,,,,,
98350924,steps,Βασιλεί�,no,,,,,,,,,,,,,,
98350927,residential,Λασκάρεως,yes,,,,,,,,,,,,,,
98350928,residential,Κοσ�,yes,,,,,,,,,,,,,,
98350931,residential,Κασσιανής,yes,,,,,,,,,,,,,,
98350932,residential,Δοξαπατρή,yes,,,,,,,,,,,,,,
98350940,residential,Συνεσί�,,,,,,,,,,,,,,,
98350946,residential,Κοσ�,no,,,,,,,,,,,,,,
98350950,residential,Γρηγορί�,no,,,,,,,,,,,,,,
98350955,steps,Θεόφιλου,,,,,,,,,,,,,,,
98350957,residential,Ρωμαν�,yes,,,,,,,,,,,,,,
98350964,service,Ορφανού,,,,,,,,,,,,,,,
98350968,residential,Νάρση,,,,,,,,,,,,,,,
99060939,secondary,Βασιλέ�,yes,yes,3,,,,,,,,,,,,
99060943,residential,Θεαγένους,yes,,,,,,,,,,,,,,
99060952,residential,Κολοφώντος,,,,,,,,,,,,,,,
99060957,primary,Βασιλίσσ�,yes,yes,2,30,,,,,,,,,,,
99060959,secondary,Υμηττού,yes,,2,,,,,,,,,,,,
99062746,residential,Κέννεν�,,,,,,,,,,,,,,,
100838656,residential,Αυλίδος,yes,,1,,,,,,,,,,,,
100838659,residential,Πυρ�,yes,,1,,,,,,,,,,,,
100838664,residential,Χαλκηδόνος,yes,,1,,,,,,,,,,,,
100838666,service,Μέρμπακα,,,,,,,,,,,,,,,
100838670,,Πλατε�,,,,,,,,,,,,,,,
100838672,residential,Ξενίας,yes,,1,,,,,,,,,,,,
100838678,residential,Δαβά�,yes,,1,,,,,,,,,,,,
100838680,tertiary,Θηβών,yes,,1,,,,,,,,,,,,
100838682,tertiary,Φειδιππίδου,yes,,2,,,,,,,,,,,,
100838691,,Πλατε�,,,,,,,,,,,,,,,
100838693,pedestrian,Σεβαστείας,,,,,,,,,,,,,,,
100838707,residential,Κερασούντος,yes,,1,,,,,,,,,,,,
100845089,pedestrian,Νυμφαίου,,,,,,,,,,,,,,,
100845090,residential,Ποταμιάν�,yes,,1,,,,,,,,,,,,
100845092,tertiary,Γρηγορί�,no,,2,,,,,,,,,,,,
100845094,tertiary,Ιλισίων,yes,,1,,,,,,,,,,,,
100845096,residential,Ρούμελης,yes,,1,,,administrative,,,,,,,,,
100845097,pedestrian,,,,,,,,,,,,,,,,
100845099,residential,Αλκαίου,yes,,1,,,,,,,,,,,,
100848992,residential,Βρασίδα,,,,,,,,,,,,,,,
100848994,residential,Νεοφρονος,,,2,,,,,,,,,,,,
100848998,,,,,,,,,,,,,,,,,
100849000,residential,Ουμπλιανής,yes,,1,,,,,,,,,,,,
100849004,residential,Μπιγλίστας,yes,,1,30,,,,,,,,,,,
100849006,residential,Θέτιδος,yes,,,,,,,,,,,,,,
100850031,steps,Τσιμισκή,,yes,,,,,,,,,,,,,
100850034,residential,Α,yes,,,,,,,,,,,,,,
100855407,residential,Ιοφώντος,yes,,,,,,,,,,,,,,
101005863,pedestrian,Ζαλεύκου,,,,,,,,,,,,,,,
101005872,residential,Ελλανίκου,yes,,,,,,,,,,,,,,
101005873,residential,Ζαλεύκου,,,,,,,,,,,,,,,
101005876,residential,Τελεσίλης,yes,,,,,,,,,,,,,,
108261707,residential,Φανομάχου,yes,,1,30,,,,,,,,,,,
115333517,,,,,,,,,,,,,,,,,
115333525,residential,Τηλεμάχου,yes,,,,,,,,,,,,,,
115333534,,,,,,,,,,,,,,,,,
115388309,,,,,,,,,,,,,,,,,
115388310,,,,,,,,,,,,,,,,,
115388311,,,,,,,,,,,,,,,,,
115388312,,,,,,,,,,,,,,,,,
115388314,,,,,,,,,,,,,,,,,
115388315,,,,,,,,,,,,,,,,,
115388316,,,,,,,,,,,,,,,,,
115388317,,,,,,,,,,,,,,,,,
115388318,,,,,,,,,,,,,,,,,
115388320,,,,,,,,,,,,,,,,,
115388321,,,,,,,,,,,,,,,,,
115388322,,,,,,,,,,,,,,,,,
115388323,,,,,,,,,,,,,,,,,
115388324,,,,,,,,,,,,,,,,,
115388325,,,,,,,,,,,,,,,,,
115388326,,,,,,,,,,,,,,,,,
115568783,,,,,,,,,,,,,,,,,
115568784,,,,,,,,,,,,,,,,,
115568785,,,,,,,,,,,,,,,,,
117821264,residential,Δημήτρι�,no,,,,,,,,,,,,,,
117822847,residential,Σχηματαρίου,,,,,,,,,,,,,,,
117822848,secondary,Ούλ�,yes,,2,,,,,,,,,,,,
117822849,secondary,Ούλ�,yes,,2,,,,,,,,,,,,
117822850,,,,,,,,,,,,,,,,,
117822851,tertiary,Γρηγορί�,no,,2,,,,,,,,,,,,
117822853,,,,,,,,,,,,,,,,,
117822855,,,,,,,,,,,,,,,,,
117822856,,,,,,,,,,,,,,,,,
117822857,,,,,,,,,,,,,,,,,
117822859,,,,,,,,,,,,,,,,,
117822860,residential,Βακτριανής,yes,,1,,,,,,,,,,,,
117822861,residential,Αράδου,yes,,1,,,,,,,,,,,,
117822862,residential,Σιδώνος,yes,,1,,,,,,,,,,,,
117822863,residential,Περιάνδρου,yes,,1,,,,,,,,,,,,
117822865,residential,Παραπαμίσου,,,,,,,,,,,,,,,
117822866,service,,,,,,,,,,,,,,,,
117822867,residential,Σογδιανής,yes,,,,,,,,,,,,,,
117822868,residential,Υδάσπου,,,,,,,,,,,,,,,
117823639,,Μικ�,,,,,,,,water,,,,,,,
117823641,,Ανοιχ�,,,,,,,,,,,,,,,
117823644,,Ανοιχ�,,,,,,,,,,,,,,,
117823647,,Στίβος,,,,,,,,,,,,,,,
117823650,,,,,,,,,,,,,,,,,
117823651,,Κολυμβητήριο,,,,,,,,,,,,,,,
117823652,,,,,,,,,,,,,,,,,
117823653,,,,,,,,,,,,,,,,,
117872466,tertiary,Θηβών,yes,,1,,,,,,,,,,,,
117872468,tertiary,Γεωργί�,yes,,1,,,,,,,,,,,,
117872475,tertiary,Θηβών,no,,2,,,,,,,,,,,,
117872477,residential,Υπολοχαγ�,,,,,,,,,,,,,,,
117872486,,,,,,,,,,,,,,,,,
117872490,,,,,,,,,,,,,,,,,
119048412,,,,,,,,,,,,,,,,,
119048413,,,,,,,,,,,,,,,,,
119048414,,,,,,,,,,,,,,,,,
119048415,,,,,,,,,,,,,,,,,
119048417,,,,,,,,,,,,,,,,,
119048418,,,,,,,,,,,,,,,,,
119048422,,,,,,,,,,,,,,,,,
129806268,service,,,,,,,,,,,,,,,,
129806269,path,,,,,,,,,,,,,,,,
129806270,path,,,,,,,,,,,,,,,,
129806271,path,,,,,,,,,,,,,,,,
129806272,path,,,,,,,,,,,,,,,,
129806273,footway,,,,,,,,,,,,,,,,
129806274,path,,,,,,,,,,,,,,,,
129806275,footway,,,,,,,,,,,,,,,,
129806276,path,,,,,,,,,,,,,,,,
129806277,path,,,,,,,,,,,,yes,,,,
129806278,path,,,,,,,,,,,,,,,,
129806279,path,,,,,,,,,,,,,,,,
129806280,path,,,,,,,,,,,,,,,,
129806281,path,,,,,,,,,,,,,,,,
129806282,path,,,,,,,,,,,,,,,,
129806283,footway,,,,,,,,,,,,,,,,
131626367,footway,,,,,,,,,,,,,,,,
132620005,,Γενι�,,,,,,,,,,,,,,,
132620006,service,,,,,,,,,,,,,,,,
132620007,service,,,,,,,,,,,,,,,,
132620008,service,,,,,,,,,,,,,,,,
132620009,service,,,,,,,,,,,,,,,,
132620010,service,,,,,,,,,,,,,,,,
132620011,,,,,,,,,,,,,,,,,
132620012,,Σχο�,,,,,,,,,,,,,,,
132620013,,Κτήρ�,,,,,,,,,,,,,,,
132620014,,Ευαγγελίστρια,,,,,,,,,,,,,,,
132620016,,Κτήρ�,,,,,,,,,,,,,,,
132620018,,Κτήρ�,,,,,,,,,,,,,,,
132620019,,,,,,,,,,,,,,,,,
132620021,,,,,,,,,,,,,,,,,
132620022,,,,,,,,,,,,,,,,,
132620026,,,,,,,,,,,,,,,,,
132626747,,Μαράσλει�,,,,,,,,,,,,,,,
132626748,,Πλατε�,,,,,,,,,,,,,,,
132626749,,Βρετανι�,,,,,,,,,,,,,,,
132626750,,,,,,,,,,,,,,,,,
132626751,,,,,,,,,,,,,,,,,
132626752,,Άλσ�,,,,,,,,,,,,,,,
132639856,service,,,,,,,,,,,,,,,,
132639857,service,,,,,,,,,,,,,,,,
132639858,service,,,,,,,,,,,,,,,,
132639859,service,,,,,,,,,,,,,,,,
132639860,service,,,,,,,,,,,,,,,,
132639861,service,,,,,,,,,,,,,,,,
132639862,service,,,,,,,,,,,,,,,,
132639863,service,,,,,,,,,,,,,,,,
132639864,service,,,,,,,,,,,,,,,,
132639865,service,,,,,,,,,,,,,,,,
132639866,service,,,,,,,,,,,,,,,,
132639867,service,,,,,,,,,,,,,,,,
132639868,service,,,,,,,,,,,,,,,,
132639869,service,,,,,,,,,,,,,,,,
132639870,service,,,,,,,,,,,,,,,,
132639871,service,,,,,,,,,,,,,,,,
132639872,service,,,,,,,,,,,,,,,,
132639873,service,,,,,,,,,,,,,,,,
132639874,service,,,,,,,,,,,,,,,,
132639875,service,,,,,,,,,,,,,,,,
132639876,service,,,,,,,,,,,,,,,,
132639878,service,,,,,,,,,,,,,,,,
132639879,service,,,,,,,,,,,,,,,,
132639881,service,,,,,,,,,,,,,,,,
132639882,service,,,,,,,,,,,,,,,,
132639883,service,,,,,,,,,,,,,,,,
132639884,service,,,,,,,,,,,,,,,,
132639885,service,,,,,,,,,,,,,,,,
132639886,service,,,,,,,,,,,,,,,,
132639887,,,,,,,,,,,,,,,,,
132639888,,Μουσε�,,,,,,,,,,,,,,,
132639889,,Κέντ�,,,,,,,,,,,,,,,
132639890,,,,,,,,,,,,,,,,,
132639891,,,,,,,,,,,,,,,,,
132639893,,Κτήρ�,,,,,,,,,,,,,,,
132639894,,,,,,,,,,,,,,,,,
132639895,,Πτέρυ�,,,,,,,,,,,,,,,
132639897,,Ναυτι�,,,,,,,,,,,,,,,
132639898,,,,,,,,,,,,,,,,,
132639899,,,,,,,,,,,,,,,,,
132639900,,,,,,,,,,,,,,,,,
132639901,,,,,,,,,,,,,,,,,
132639902,,Μουσε�,,,,,,,,,,,,,,,
132639903,,Άγι�,,,,,,,,,,,,,,,
132639904,,,,,,,,,,,,,,,,,
132639905,,,,,,,,,,,,,,,,,
132639906,,,,,,,,,,,,,,,,,
132639907,,,,,,,,,,,,,,,,,
132639908,,,,,,,,,,,,,,,,,
132639909,,,,,,,,,,,,,,,,,
132639910,,,,,,,,,,,,,,,,,
132639911,,,,,,,,,,,,,,,,,
132639912,,,,,,,,,,,,,,,,,
132639913,,,,,,,,,,,,,,,,,
132639914,,,,,,,,,,,,,,,,,
132639915,,,,,,,,,,,,,,,,,
132639916,,,,,,,,,,,,,,,,,
132639917,,,,,,,,,,,,,,,,,
132639920,,,,,,,,,,,,,,,,,
132639921,,Ν�,,,,,,,,,,,,,,,
132639922,,Κέντ�,,,,,,,,,,,,,,,
132639923,,,,,,,,,,,,,,,,,
132639924,,,,,,,,,,,,,,,,,
132650838,service,,yes,,,,,,,,,,,,,,
132650839,service,,yes,,,,,,,,,,,,,,
132650841,residential,Διονυσί�,yes,,1,,,,,,,,,,,,
132650842,service,,,,,,,,,,,,,,,,
132650843,service,,,,,,,,,,,,,,,,
132650845,service,,,,,,,,,,,,,,,,
132650846,,,,,,,,,,,,,,,,,
132650847,,,,,,,,,,,,,,,,,
132650848,,,,,,,,,,,,,,,,,
132650849,,,,,,,,,,,,,,,,,
132650851,,,,,,,,,,,,,,,,,
132650852,,,,,,,,,,,,,,,,,
132650854,,,,,,,,,,,,,,,,,
132654901,tertiary,Χατζηγιάν�,yes,,1,,,,,,,,,,,,
132654902,residential,,,,,,,,,,,,,,,,
132654903,tertiary,Χατζηγιάν�,yes,,1,,,,,,,,,,,,
132654904,residential,Ναϊάδων,yes,,,,,,,,,,,,,,
132654905,,,,,,,,,,,,,,,,,
132654906,,,,,,,,,,,,,,,,,
132656091,service,,,,,,,,,,,,,,,,
132656092,service,,,,,,,,,,,,,,,,
132656093,service,,,,,,,,,,,,,,,,
132656094,,,,,,,,,,,,,,,,,
132656095,,,,,,,,,,,,,,,,,
132656096,,Πλατε�,,,,,,,,,,,,,,,
132666717,tertiary_link,,yes,yes,1,,,,,,,,,,,,
132666719,secondary,Γρηγορί�,yes,,1,,,,,,,,,,,,
132682115,,Πρώ�,,,,,,,,,,,,,,,
132682116,,Ναυτι�,,,,,,,,,,,,,,,
132682117,,,,,,,,,,,,,,,,,
132682118,,,,,,,,,,,,,,,,,
132682119,,,,,,,,,,,,,,,,,
132682120,,,,,,,,,,,,,,,,,
132737106,tertiary,Μαρασλή,yes,,1,30,,,,,,,,,,,
132737109,residential,Ξενοκράτους,yes,,,,,,,,,,,,,,
132737110,pedestrian,,,,,,,,,,,,,,,,
132737112,pedestrian,,,,,,,,,,,,,,,,
132737114,,,,,,,,,,,,,,,,,
132737116,,,,,,,,,,,,,,,,,
132737117,,Lor,,,,,,,,,,,,,,,
132737119,,,,,,,,,,,,,,,,,
132737121,,,,,,,,,,,,,,,,,
132737123,,,,,,,,,,,,,,,,,
132737125,,Ble,,,,,,,,,,,,,,,
132737128,,,,,,,,,,,,,,,,,
132737130,,,,,,,,,,,,,,,,,
132737131,,,,,,,,,,,,,,,,,
132737135,,,,,,,,,,,,,,,,,
132737137,,,,,,,,,,,,,,,,,
132737138,,,,,,,,,,,,,,,,,
132737139,,,,,,,,,,,,,,,,,
132737142,,,,,,,,,,,,,,,,,
132737143,,,,,,,,,,,,,,,,,
132737144,,,,,,,,,,,,,,,,,
132737145,,,,,,,,,,,,,,,,,
132737150,,,,,,,,,,,,,,,,,
132737152,,,,,,,,,,,,,,,,,
132737157,,,,,,,,,,,,,,,,,
132737159,,,,,,,,,,,,,,,,,
132737160,,,,,,,,,,,,,,,,,
132737162,,,,,,,,,,,,,,,,,
132737163,,,,,,,,,,,,,,,,,
132737165,,,,,,,,,,,,,,,,,
132737167,,,,,,,,,,,,,,,,,
132737168,,Γεννάδει�,,,,,,,,,,,,,,,
132748278,,Γενι�,,,,,,,,,,,,,,,
132748279,service,,,,,,,,,,,,,,,,
132748280,service,,,,,,,,,,,,,,,,
132748281,service,,,,,,,,,,,,,,,,
132748282,service,,,,,,,,,,,,,,,,
132748283,service,,,,,,,,,,,,,,,,
132748284,service,,,,,,,,,,,,,,,,
132748285,,,,,,,,,,,,,,,,,
132748286,,,,,,,,,,,,,,,,,
132748287,,,,,,,,,,,,,,,,,
132748288,,,,,,,,,,,,,,,,,
132748289,,,,,,,,,,,,,,,,,
132748290,,,,,,,,,,,,,,,,,
132748291,,,,,,,,,,,,,,,,,
132748292,,Μαγγίνε�,,,,,,,,,,,,,,,
132748293,,,,,,,,,,,,,,,,,
132748294,,,,,,,,,,,,,,,,,
132748295,,Αρεταίε�,,,,,,,,,,,,,,,
132748296,,,,,,,,,,,,,,,,,
132748297,,,,,,,,,,,,,,,,,
132748298,,,,,,,,,,,,,,,,,
132748299,,,,,,,,,,,,,,,,,
132748300,,,,,,,,,,,,,,,,,
132748301,,,,,,,,,,,,,,,,,
132748302,,,,,,,,,,,,,,,,,
132748303,,,,,,,,,,,,,,,,,
132748304,,Κεντρι�,,,,,,,,,,,,,,,
132748305,,,,,,,,,,,,,,,,,
132748306,,,,,,,,,,,,,,,,,
132748307,,,,,,,,,,,,,,,,,
132748308,,,,,,,,,,,,,,,,,
132748309,,,,,,,,,,,,,,,,,
132748310,,,,,,,,,,,,,,,,,
132748311,,,,,,,,,,,,,,,,,
132748312,,,,,,,,,,,,,,,,,
132748313,,,,,,,,,,,,,,,,,
132748314,,,,,,,,,,,,,,,,,
132756187,,Νοσοκομε�,,,,,,,,,,,,,,,
132756188,service,,,,,,,,,,,,,,,,
132756189,service,,,,,,,,,,,,,,,,
132756190,service,,,,,,,,,,,,,,,,
132756191,,,,,,,,,,,,,,,,,
132756192,,,,,,,,,,,,,,,,,
132756193,,,,,,,,,,,,,,,,,
132756194,,,,,,,,,,,,,,,,,
132756195,,,,,,,,,,,,,,,,,
132756196,,Α,,,,,,,,,,,,,,,
132756197,,,,,,,,,,,,,,,,,
132756198,,,,,,,,,,,,,,,,,
132756199,,,,,,,,,,,,,,,,,
132756200,,,,,,,,,,,,,,,,,
132756201,,,,,,,,,,,,,,,,,
132756202,,,,,,,,,,,,,,,,,
132756203,,,,,,,,,,,,,,,,,
132756204,,,,,,,,,,,,,,,,,
132756205,,,,,,,,,,,,,,,,,
132756206,,,,,,,,,,,,,,,,,
132756207,,,,,,,,,,,,,,,,,
132756208,,,,,,,,,,,,,,,,,
132768662,,,,,,,,,,,,,,,,,
132777125,,Ελεγκτι�,,,,,,,,,,,,,,,
132777126,,Περιφερεια�,,,,,,,,,,,,,,,
132777127,service,,,,,,,,,,,,,,,,
132777128,service,,,,,,,,,,,,,,,,
132777129,service,,,,,,,,,,,,,,,,
132777131,service,,,,,,,,,,,,,,,,
132777132,service,,,,,,,,,,,,,,,,
132777133,service,,,,,,,,,,,,,,,,
132777134,,,,,,,,,,,,,,,,,
132777135,,Α,,,,,,,,,,,,,,,
132777136,,Πτέρυ�,,,,,,,,,,,,,,,
132777137,,,,,,,,,,,,,,,,,
132777138,,,,,,,,,,,,,,,,,
132777139,,,,,,,,,,,,,,,,,
132777140,,,,,,,,,,,,,,,,,
132777141,,,,,,,,,,,,,,,,,
132777142,,Κεντρι�,,,,,,,,,,,,,,,
132777143,,,,,,,,,,,,,,,,,
132777144,,,,,,,,,,,,,,,,,
132795200,,Άγι�,,,,,,,,,,,,,,,
132795201,,Ath,,,,,,,,,,,,,,,
132795202,,Ath,,,,,,,,,,,,,,,
132795203,,Γενι�,,,,,,,,,,,,,,,
132795204,service,,,,,,,,private,,,,,,,,
132795205,service,,,,,,,,private,,,,,,,,
132795206,service,,,,,,,,private,,,,,,,,
132795207,service,,,,,,,,private,,,,,,,,
132795208,service,,,,,,,,private,,,,,,,,
132795209,,,,,,,,,,,,,,,,,
132795210,,,,,,,,,,,,,,,,,
132795211,,,,,,,,,,,,,,,,,
132795212,,,,,,,,,,,,,,,,,
132795213,,,,,,,,,,,,,,,,,
132795214,,,,,,,,,,,,,,,,,
132795215,,Άγι�,,,,,,,,,,,,,,,
132795216,,,,,,,,,,,,,,,,,
132795217,,,,,,,,,,,,,,,,,
132795218,,,,,,,,,,,,,,,,,
132795219,,,,,,,,,,,,,,,,,
132795220,,,,,,,,,,,,,,,,,
132795221,,,,,,,,,,,,,,,,,
132795222,,,,,,,,,,,,,,,,,
142411448,pedestrian,,,,,,,,,,,,,,,,
142496132,path,,,,,,,,,,,,,,,,
142496133,path,,,,,,,,,,,,,,,,
142496134,path,,,,,,,,,,,,,,,,
142496135,path,,,,,,,,,,,,,,,,
142496136,path,,,,,,,,,,,,,,,,
142496137,path,,,,,,,,,,,,,,,,
142496138,steps,,,,,,,,,,,,,,,,
142496139,footway,,,,,,,,,,,,,,,,
142496141,path,,,,,,,,,,,,,,,,
142496142,path,,,,,,,,,,,,,,,,
143555949,pedestrian,Αράδου,yes,,,,,,,,,,,,,,
143558065,steps,,,,,,,,,,,,,,,,
143562774,,,,,,,,,,,,,,,,,
143843290,residential,Εκβατάνων,yes,,,,,,,,,,,,,,
143843294,tertiary,Χαράλαμπ�,no,,2,,,,,,,,,,,,
143843299,residential,Σειλιστρίας,yes,,,,,,,,,,,,,,
143843300,footway,,,,,,,,,,,,,,,,
143843303,footway,,,,,,,,,,,,,,,,
143843304,footway,,,,,,,,,,,,,,,,
143843306,footway,,,,,,,,,,,,,,,,
144382015,,Ιλισσός,,,,,,,,,,yes,,,river,,
146032073,,,,,,,,,,,,,,,,,
146032077,,,,,,,,,,,,,,,,,
146032079,,,,,,,,,,,,,,,,,
146032084,,,,,,,,,,,,,,,,,
